run_id,submit_time,rel_date,cr_count,cfd_count,npi_count,reserved_time,completed_time,tests_run
2473,2/22/23 1:58,06/15/23,92,11,13,2/23/23 16:35,2/23/23 17:15,"['script6', 'script5', 'script2', 'script10', 'script3', 'script7', 'script2', 'script3']"
2474,2/18/23 4:36,06/15/23,68,12,10,2/25/23 14:59,2/25/23 16:46,"['script1', 'script10', 'script6', 'script7', 'script6', 'script3', 'script10', 'script6', 'script10', 'script4', 'script1', 'script3', 'script4', 'script3', 'script2', 'script8', 'script1', 'script8', 'script2', 'script8', 'script8', 'script3', 'script10', 'script5', 'script4', 'script7', 'script3', 'script5', 'script8', 'script6', 'script2', 'script5', 'script4', 'script10', 'script2', 'script1', 'script1', 'script1', 'script4', 'script1']"
2475,7/20/23 4:42,01/15/24,32,14,12,7/22/23 8:56,7/22/23 10:29,"['script4', 'script4', 'script6', 'script1', 'script4', 'script5', 'script9', 'script6', 'script1', 'script5', 'script2', 'script8', 'script4', 'script10', 'script6']"
2476,3/6/23 0:58,06/15/23,86,12,13,3/12/23 8:24,3/12/23 9:45,"['script7', 'script5', 'script1', 'script4', 'script7', 'script5', 'script2', 'script7', 'script6', 'script5', 'script8', 'script6', 'script5', 'script7', 'script5', 'script2', 'script6', 'script10', 'script7', 'script4', 'script8', 'script8', 'script7', 'script3', 'script10', 'script5', 'script3', 'script2', 'script1', 'script4', 'script3', 'script1', 'script7', 'script9', 'script6', 'script3', 'script1', 'script6']"
2477,6/16/23 18:42,06/15/23,111,12,14,6/21/23 8:11,6/21/23 9:41,"['script5', 'script8', 'script6', 'script3', 'script8', 'script3', 'script5', 'script5', 'script10', 'script7', 'script2', 'script2', 'script7', 'script10', 'script5', 'script2', 'script1', 'script4', 'script9', 'script3', 'script3', 'script1', 'script8', 'script5', 'script7']"
2478,7/14/23 21:28,01/15/24,104,15,13,7/21/23 11:44,7/21/23 12:58,"['script6', 'script10', 'script7', 'script9', 'script3', 'script3', 'script3', 'script1', 'script10', 'script2', 'script4', 'script3', 'script3', 'script4', 'script9', 'script6', 'script4', 'script2', 'script10', 'script1', 'script8', 'script6', 'script7', 'script1', 'script2', 'script1', 'script2', 'script10', 'script1', 'script6', 'script10', 'script3', 'script1', 'script6', 'script3', 'script5', 'script1']"
2479,5/6/23 20:13,06/15/23,117,12,12,5/11/23 15:33,5/11/23 16:36,"['script2', 'script6', 'script8', 'script8', 'script5', 'script1', 'script10', 'script7', 'script10', 'script10', 'script10', 'script9', 'script7', 'script7', 'script10', 'script8', 'script10', 'script4', 'script8', 'script10', 'script3', 'script10', 'script8', 'script4']"
2480,10/20/23 9:00,01/15/24,47,15,14,10/21/23 9:25,10/21/23 11:08,"['script5', 'script10', 'script7', 'script1', 'script10', 'script2', 'script7', 'script10', 'script3', 'script4', 'script7', 'script6']"
2481,1/19/23 4:39,06/15/23,19,10,10,1/23/23 16:17,1/23/23 18:05,"['script7', 'script1', 'script1', 'script9', 'script7', 'script9', 'script2', 'script5', 'script1', 'script4', 'script7', 'script9', 'script6', 'script6', 'script2', 'script8', 'script8', 'script2', 'script8', 'script10', 'script7', 'script4', 'script7', 'script6', 'script5', 'script9', 'script2', 'script2', 'script9']"
2482,3/9/23 12:43,06/15/23,13,12,11,3/10/23 16:37,3/10/23 18:23,"['script3', 'script3', 'script7', 'script9', 'script2', 'script5', 'script5', 'script9', 'script9', 'script9', 'script7', 'script8', 'script1', 'script2', 'script8']"
2483,5/6/23 12:56,06/15/23,23,13,14,5/8/23 8:44,5/8/23 10:05,"['script6', 'script8', 'script2', 'script8', 'script4', 'script6', 'script3', 'script5', 'script2', 'script8', 'script7']"
2484,4/27/23 20:09,06/15/23,40,14,12,5/1/23 11:24,5/1/23 12:28,"['script8', 'script9', 'script5', 'script4', 'script10', 'script1', 'script4', 'script8', 'script8', 'script6', 'script5', 'script5', 'script3', 'script4', 'script2', 'script2', 'script5', 'script7']"
2485,4/30/23 4:38,06/15/23,24,11,13,5/7/23 10:15,5/7/23 11:39,"['script1', 'script8', 'script1', 'script2', 'script1', 'script10', 'script4', 'script9', 'script6', 'script6', 'script7', 'script7', 'script6', 'script9', 'script8', 'script4', 'script4', 'script7', 'script7', 'script6', 'script8', 'script8', 'script7', 'script10', 'script9', 'script5', 'script6', 'script1', 'script10', 'script7', 'script5', 'script2', 'script9', 'script3', 'script3']"
2486,4/2/23 0:39,06/15/23,96,13,10,4/3/23 13:36,4/3/23 15:19,"['script10', 'script5', 'script1', 'script7', 'script10', 'script10', 'script6', 'script2', 'script6', 'script2', 'script5', 'script5', 'script2', 'script8']"
2487,2/2/23 8:25,06/15/23,50,13,13,2/9/23 10:09,2/9/23 10:49,"['script4', 'script10', 'script1', 'script10', 'script8', 'script2', 'script8', 'script4', 'script3', 'script8', 'script5', 'script7', 'script3', 'script6', 'script4', 'script1', 'script9', 'script9', 'script7', 'script9', 'script6', 'script8', 'script4', 'script8', 'script1', 'script7', 'script10', 'script3', 'script6', 'script3', 'script6', 'script4', 'script5', 'script6', 'script3', 'script2', 'script4', 'script6', 'script7', 'script1', 'script4', 'script6', 'script5', 'script7']"
2488,3/12/23 18:17,06/15/23,34,11,10,3/18/23 9:07,3/18/23 9:41,"['script3', 'script10', 'script7', 'script10', 'script10', 'script9', 'script4', 'script9', 'script3', 'script2', 'script10', 'script10', 'script1', 'script9', 'script10', 'script3', 'script5', 'script4', 'script10', 'script3', 'script10', 'script10', 'script8', 'script5', 'script1', 'script5', 'script7', 'script4', 'script5', 'script7', 'script9']"
2489,5/27/23 3:14,06/15/23,116,11,13,5/31/23 11:59,5/31/23 12:57,"['script3', 'script3', 'script2', 'script1', 'script3', 'script5', 'script1', 'script4', 'script9', 'script9', 'script9', 'script2', 'script2', 'script6', 'script8', 'script8', 'script4', 'script5', 'script9', 'script9', 'script1', 'script9', 'script3', 'script9', 'script2', 'script2', 'script9']"
2490,10/17/23 10:45,01/15/24,73,11,11,10/18/23 16:34,10/18/23 18:04,"['script6', 'script9', 'script8', 'script7', 'script6', 'script8', 'script4', 'script2', 'script4', 'script2', 'script9']"
2491,9/25/23 10:03,01/15/24,61,13,12,9/29/23 11:56,9/29/23 13:33,"['script5', 'script5', 'script2', 'script5', 'script2', 'script9', 'script3', 'script4', 'script2', 'script2', 'script2', 'script7', 'script4', 'script1', 'script2', 'script1', 'script2', 'script3', 'script1', 'script4', 'script7', 'script4', 'script10', 'script10']"
2492,7/2/23 13:14,01/15/24,28,15,11,7/5/23 14:52,7/5/23 15:24,"['script9', 'script6', 'script7', 'script6', 'script7', 'script3', 'script3', 'script4', 'script1', 'script2', 'script1', 'script10', 'script9', 'script5', 'script3', 'script4', 'script10', 'script3', 'script8', 'script4', 'script10', 'script8']"
2493,2/3/23 12:11,06/15/23,40,12,10,2/5/23 8:41,2/5/23 10:10,"['script1', 'script8', 'script3', 'script7', 'script6', 'script10', 'script1', 'script8', 'script7', 'script7']"
2494,10/17/23 8:21,01/15/24,11,13,11,10/18/23 8:09,10/18/23 9:32,"['script1', 'script8', 'script8', 'script5', 'script9', 'script6', 'script1']"
2495,7/18/23 1:10,01/15/24,71,11,14,7/24/23 14:55,7/24/23 15:53,"['script2', 'script1', 'script2', 'script1', 'script4', 'script6', 'script8', 'script3', 'script1', 'script8', 'script5', 'script9', 'script5', 'script10', 'script3', 'script7', 'script1', 'script8', 'script4', 'script4', 'script9', 'script8', 'script10', 'script10', 'script10', 'script8', 'script4', 'script10', 'script10', 'script7', 'script9', 'script4', 'script10', 'script3', 'script7']"
2496,5/23/23 18:03,06/15/23,82,11,12,5/26/23 12:24,5/26/23 13:30,"['script5', 'script10', 'script8', 'script10', 'script5', 'script4', 'script3', 'script5', 'script1', 'script1', 'script4', 'script7', 'script6', 'script1', 'script8']"
2497,2/16/23 7:37,06/15/23,50,11,10,2/20/23 11:47,2/20/23 13:31,"['script4', 'script3', 'script9', 'script8', 'script2', 'script8', 'script10', 'script2', 'script2', 'script7', 'script3', 'script10', 'script7', 'script6', 'script1', 'script10', 'script8', 'script8', 'script6', 'script9', 'script5']"
2498,1/28/23 15:35,06/15/23,36,11,13,2/4/23 9:34,2/4/23 11:23,"['script9', 'script1', 'script1', 'script9', 'script1', 'script3', 'script7', 'script2', 'script8', 'script10', 'script10', 'script6', 'script5', 'script7', 'script2', 'script4', 'script10', 'script10', 'script8', 'script4', 'script6', 'script8', 'script4', 'script3', 'script6', 'script5', 'script9', 'script9', 'script7', 'script7']"
2499,9/28/23 10:35,01/15/24,39,15,13,10/4/23 16:32,10/4/23 17:37,"['script2', 'script2', 'script7', 'script8', 'script6', 'script4', 'script6', 'script10', 'script5', 'script6', 'script7', 'script1', 'script3', 'script6', 'script6', 'script10', 'script6', 'script3', 'script9', 'script4', 'script7', 'script6', 'script8', 'script4', 'script1', 'script1', 'script5', 'script5', 'script2', 'script1', 'script7', 'script2', 'script4', 'script5']"
2500,2/10/23 22:08,06/15/23,119,15,10,2/17/23 12:18,2/17/23 13:45,"['script2', 'script9', 'script2', 'script3', 'script4', 'script3', 'script4', 'script9', 'script6', 'script9', 'script1', 'script1', 'script9', 'script1', 'script7', 'script9', 'script10', 'script2', 'script3', 'script6', 'script2', 'script4', 'script9', 'script10', 'script10', 'script6', 'script2', 'script3', 'script6', 'script3', 'script8', 'script10', 'script9', 'script5']"
2501,6/6/23 4:19,06/15/23,90,12,15,6/7/23 13:42,6/7/23 15:04,"['script8', 'script4', 'script9', 'script3', 'script3', 'script6', 'script3', 'script1', 'script4']"
2502,2/28/23 8:41,06/15/23,91,10,10,3/1/23 14:00,3/1/23 14:52,"['script6', 'script9', 'script3', 'script2', 'script8', 'script10', 'script6', 'script4', 'script2', 'script4', 'script5', 'script4', 'script9']"
2503,11/9/23 12:05,01/15/24,63,13,10,11/15/23 14:57,11/15/23 16:25,"['script7', 'script2', 'script3', 'script6', 'script6', 'script2', 'script4', 'script5', 'script3', 'script4', 'script2', 'script3', 'script8', 'script2', 'script8', 'script7', 'script9', 'script9', 'script8', 'script9', 'script9', 'script2', 'script8', 'script7', 'script1', 'script9', 'script3', 'script5', 'script4', 'script10', 'script2', 'script8', 'script10', 'script3', 'script4', 'script2', 'script9', 'script8', 'script4', 'script8']"
2504,9/6/23 10:37,01/15/24,18,10,14,9/12/23 14:05,9/12/23 15:20,"['script7', 'script4', 'script7', 'script3', 'script1', 'script1', 'script4', 'script8', 'script9', 'script6', 'script2', 'script4', 'script10', 'script1', 'script2', 'script4', 'script6', 'script3', 'script10', 'script8', 'script1', 'script2', 'script6', 'script10', 'script8', 'script10', 'script10', 'script2', 'script5', 'script1', 'script10', 'script4', 'script2', 'script2', 'script7', 'script10', 'script3']"
2505,9/21/23 13:56,01/15/24,49,12,15,9/22/23 12:31,9/22/23 13:05,"['script8', 'script1', 'script5', 'script7', 'script10']"
2506,2/4/23 10:46,06/15/23,90,11,14,2/8/23 15:32,2/8/23 16:39,"['script2', 'script5', 'script5', 'script9', 'script2', 'script1', 'script6', 'script9', 'script1', 'script6', 'script6', 'script9', 'script9', 'script7', 'script4', 'script6', 'script8', 'script5', 'script3', 'script6', 'script5', 'script9', 'script7', 'script9', 'script3', 'script6', 'script10', 'script7']"
2507,3/31/23 6:10,06/15/23,68,11,15,4/6/23 14:49,4/6/23 16:11,"['script8', 'script1', 'script4', 'script5', 'script3', 'script7', 'script6', 'script10', 'script2', 'script5', 'script9', 'script7', 'script9', 'script7', 'script10', 'script9', 'script9', 'script3', 'script7', 'script1', 'script4', 'script10', 'script9', 'script6', 'script5', 'script6', 'script3', 'script7', 'script4', 'script7', 'script2', 'script3', 'script8']"
2508,2/9/23 11:00,06/15/23,39,10,13,2/11/23 8:19,2/11/23 9:09,"['script4', 'script10', 'script3', 'script4', 'script4', 'script6', 'script8', 'script2', 'script2', 'script10', 'script5']"
2509,6/1/23 12:07,06/15/23,15,11,15,6/6/23 15:58,6/6/23 16:28,"['script1', 'script4', 'script5', 'script1', 'script7', 'script9', 'script8', 'script2', 'script10', 'script9', 'script3', 'script5', 'script2', 'script5', 'script1', 'script6', 'script10', 'script1', 'script4', 'script10', 'script10', 'script1', 'script3', 'script2', 'script2', 'script9']"
2510,11/1/23 22:48,01/15/24,32,15,15,11/3/23 15:02,11/3/23 16:53,"['script10', 'script8', 'script1', 'script7', 'script8', 'script1', 'script3', 'script6', 'script7']"
2511,10/17/23 6:14,01/15/24,111,11,14,10/18/23 14:28,10/18/23 15:07,"['script3', 'script5', 'script8', 'script3', 'script10', 'script5', 'script4', 'script6']"
2512,7/25/23 1:44,01/15/24,90,10,14,8/1/23 13:57,8/1/23 15:39,"['script10', 'script1', 'script10', 'script8', 'script6', 'script9', 'script9', 'script1', 'script1', 'script8', 'script7', 'script8', 'script7', 'script8', 'script6', 'script3', 'script4', 'script6', 'script4', 'script10', 'script4', 'script4', 'script7', 'script5', 'script7', 'script7', 'script5', 'script9', 'script1', 'script7', 'script9', 'script8', 'script3', 'script4', 'script3', 'script8', 'script6', 'script5', 'script3', 'script8', 'script9', 'script3', 'script6', 'script9', 'script7', 'script7', 'script5', 'script5']"
2513,7/19/23 3:29,01/15/24,101,10,11,7/23/23 9:44,7/23/23 10:57,"['script9', 'script1', 'script6', 'script6', 'script5', 'script10', 'script5', 'script7', 'script9', 'script5', 'script10', 'script6', 'script8', 'script2', 'script8', 'script6', 'script10', 'script7', 'script5', 'script6', 'script6', 'script5', 'script5']"
2514,7/23/23 10:09,01/15/24,64,15,14,7/24/23 16:45,7/24/23 17:31,"['script8', 'script9', 'script6', 'script4', 'script3', 'script1', 'script5', 'script9', 'script10', 'script3', 'script2']"
2515,5/21/23 16:24,06/15/23,43,12,10,5/22/23 12:45,5/22/23 14:14,"['script2', 'script3', 'script9', 'script9', 'script2', 'script9', 'script3']"
2516,5/28/23 9:22,06/15/23,97,14,12,5/30/23 13:30,5/30/23 14:56,"['script3', 'script2', 'script7', 'script8', 'script2', 'script10', 'script8', 'script8', 'script6', 'script9', 'script6', 'script10', 'script7', 'script4', 'script4', 'script10', 'script7']"
2517,3/5/23 17:19,06/15/23,98,11,14,3/11/23 16:37,3/11/23 17:37,"['script10', 'script2', 'script6', 'script7', 'script3', 'script1', 'script4', 'script7', 'script5', 'script5', 'script6', 'script8', 'script3', 'script9', 'script7', 'script5', 'script3', 'script10', 'script10', 'script1', 'script10', 'script5', 'script1', 'script6', 'script2', 'script9', 'script8', 'script8', 'script5', 'script6', 'script1', 'script3', 'script5']"
2518,3/6/23 4:21,06/15/23,13,10,14,3/11/23 8:15,3/11/23 9:37,"['script8', 'script2', 'script9', 'script3', 'script7', 'script2', 'script3', 'script10', 'script8', 'script10', 'script6', 'script2', 'script8', 'script10', 'script1', 'script3', 'script9', 'script4', 'script8', 'script2', 'script1', 'script1', 'script3', 'script3']"
2519,8/16/23 21:20,01/15/24,16,10,14,8/22/23 16:30,8/22/23 17:47,"['script1', 'script6', 'script4', 'script1', 'script7', 'script5', 'script1', 'script10', 'script8', 'script8', 'script1', 'script3', 'script1', 'script7', 'script7', 'script9', 'script7', 'script4', 'script1', 'script5', 'script5', 'script1', 'script6', 'script7', 'script3', 'script10', 'script7', 'script6', 'script7', 'script2', 'script3', 'script10', 'script5', 'script6', 'script7']"
2520,9/2/23 20:07,01/15/24,120,15,10,9/5/23 12:24,9/5/23 13:01,"['script2', 'script7', 'script5', 'script8', 'script7', 'script6', 'script2', 'script1', 'script7', 'script2', 'script1', 'script5', 'script2', 'script6', 'script7', 'script6']"
2521,6/27/23 3:37,06/15/23,51,14,14,7/1/23 14:11,7/1/23 14:59,"['script4', 'script3', 'script3', 'script3', 'script10', 'script7', 'script5', 'script1', 'script6', 'script1', 'script10', 'script10', 'script2', 'script5', 'script9', 'script5', 'script4', 'script6', 'script3', 'script1', 'script4', 'script1', 'script5', 'script10']"
2522,3/21/23 20:18,06/15/23,106,15,12,3/24/23 13:39,3/24/23 14:58,"['script10', 'script7', 'script2', 'script7', 'script10', 'script10', 'script8', 'script6', 'script6', 'script6', 'script6', 'script9', 'script1', 'script7', 'script7']"
2523,1/31/23 7:29,06/15/23,113,14,14,2/5/23 8:42,2/5/23 10:19,"['script9', 'script1', 'script10', 'script2', 'script10', 'script8', 'script8', 'script6', 'script9', 'script8', 'script8', 'script3', 'script4', 'script3', 'script3', 'script2', 'script4', 'script5', 'script7', 'script3', 'script8', 'script5', 'script6', 'script4', 'script10', 'script9', 'script10', 'script6', 'script8', 'script1', 'script3', 'script5', 'script8', 'script8']"
2524,4/5/23 7:18,06/15/23,12,10,13,4/7/23 13:55,4/7/23 15:15,"['script8', 'script9', 'script2', 'script7', 'script6', 'script7', 'script7', 'script1', 'script2', 'script5', 'script7', 'script10']"
2525,2/9/23 13:33,06/15/23,75,12,15,2/15/23 8:06,2/15/23 8:55,"['script2', 'script6', 'script7', 'script5', 'script1', 'script1', 'script4', 'script10', 'script6', 'script2', 'script6', 'script6', 'script5', 'script9', 'script6', 'script5', 'script6', 'script6', 'script6', 'script2', 'script9', 'script5', 'script2', 'script1', 'script5', 'script7', 'script7', 'script7', 'script10']"
2526,4/23/23 12:19,06/15/23,41,12,12,4/27/23 13:01,4/27/23 14:50,"['script7', 'script5', 'script1', 'script4', 'script5', 'script1', 'script2', 'script2', 'script2', 'script7', 'script9', 'script4', 'script7', 'script10', 'script6', 'script5', 'script8', 'script5', 'script5', 'script1', 'script2', 'script9', 'script7']"
2527,7/10/23 13:27,01/15/24,118,13,14,7/17/23 8:03,7/17/23 9:40,"['script2', 'script3', 'script10', 'script7', 'script2', 'script8', 'script1', 'script3', 'script5', 'script1', 'script10', 'script6', 'script10', 'script2', 'script3', 'script10', 'script7', 'script1', 'script5', 'script1', 'script2', 'script2', 'script7', 'script3', 'script8', 'script4', 'script2', 'script2', 'script1', 'script3', 'script6', 'script10', 'script7', 'script9', 'script5']"
2528,3/2/23 18:44,06/15/23,30,12,11,3/3/23 13:34,3/3/23 14:35,"['script8', 'script7', 'script3', 'script8', 'script1', 'script4', 'script7']"
2529,8/12/23 12:43,01/15/24,71,14,15,8/14/23 14:56,8/14/23 15:42,"['script9', 'script2', 'script1', 'script10', 'script5', 'script7', 'script1', 'script3', 'script9', 'script7', 'script2', 'script4', 'script1', 'script10', 'script9', 'script9', 'script2', 'script8', 'script2']"
2530,7/29/23 4:24,01/15/24,78,11,11,8/1/23 15:24,8/1/23 15:58,"['script7', 'script6', 'script8', 'script5', 'script4', 'script2', 'script9', 'script7', 'script3', 'script1', 'script5', 'script9', 'script6', 'script1', 'script10', 'script5', 'script3', 'script4']"
2531,10/7/23 20:09,01/15/24,94,15,12,10/11/23 16:40,10/11/23 17:24,"['script4', 'script1', 'script3', 'script5', 'script2', 'script6', 'script3', 'script4', 'script10', 'script9', 'script4', 'script7', 'script10', 'script5', 'script9', 'script8', 'script8', 'script10', 'script10', 'script10']"
2532,1/25/23 2:49,06/15/23,102,14,13,1/28/23 12:53,1/28/23 14:30,"['script7', 'script6', 'script2', 'script6', 'script9', 'script7', 'script8', 'script6', 'script3', 'script7', 'script2', 'script1', 'script4', 'script3', 'script10', 'script9', 'script7', 'script9', 'script1', 'script4']"
2533,5/29/23 15:16,06/15/23,10,13,13,6/2/23 10:14,6/2/23 10:51,"['script8', 'script5', 'script5', 'script8', 'script3', 'script9', 'script6', 'script3', 'script5', 'script6', 'script1', 'script7', 'script9', 'script2', 'script9', 'script6', 'script4', 'script9']"
2534,10/26/23 5:10,01/15/24,11,12,14,10/29/23 11:04,10/29/23 11:47,"['script1', 'script1', 'script5', 'script10', 'script7', 'script6', 'script3', 'script8', 'script6', 'script5', 'script4', 'script8', 'script9', 'script9', 'script8']"
2535,6/3/23 17:19,06/15/23,114,14,15,6/7/23 9:17,6/7/23 10:39,"['script3', 'script7', 'script8', 'script4', 'script10', 'script6', 'script3', 'script6', 'script7', 'script10', 'script9', 'script1', 'script7', 'script10', 'script5', 'script7', 'script2', 'script6', 'script3', 'script9', 'script4']"
2536,5/20/23 7:02,06/15/23,19,12,14,5/27/23 14:45,5/27/23 16:39,"['script9', 'script3', 'script3', 'script7', 'script5', 'script8', 'script9', 'script6', 'script3', 'script10', 'script6', 'script9', 'script1', 'script6', 'script1', 'script4', 'script10', 'script1', 'script6', 'script2', 'script5', 'script8', 'script10', 'script9', 'script2', 'script3', 'script7', 'script8', 'script3', 'script3', 'script6', 'script1', 'script9', 'script6', 'script6', 'script5', 'script2', 'script10', 'script4', 'script3', 'script8', 'script4', 'script2']"
2537,5/25/23 14:14,06/15/23,23,13,12,5/26/23 12:43,5/26/23 14:21,"['script2', 'script9', 'script5', 'script4', 'script4', 'script5', 'script2', 'script8', 'script8', 'script3', 'script5']"
2538,10/18/23 5:00,01/15/24,88,14,14,10/22/23 10:03,10/22/23 10:39,"['script8', 'script2', 'script3', 'script2', 'script2', 'script3', 'script3', 'script7', 'script3', 'script5', 'script4', 'script5', 'script3', 'script1', 'script8', 'script9', 'script9', 'script10', 'script2', 'script1', 'script1', 'script5', 'script1', 'script4']"
2539,1/26/23 3:30,06/15/23,45,10,11,2/1/23 13:44,2/1/23 15:27,"['script8', 'script3', 'script8', 'script6', 'script10', 'script1', 'script1', 'script5', 'script8', 'script9', 'script2', 'script4', 'script7', 'script9', 'script3', 'script10', 'script1', 'script7', 'script3', 'script3', 'script5', 'script1', 'script7', 'script2', 'script6', 'script8', 'script9', 'script5', 'script10', 'script7', 'script3', 'script6', 'script2', 'script9', 'script1', 'script1', 'script7', 'script9', 'script6', 'script6', 'script4', 'script4']"
2540,11/7/23 9:44,01/15/24,119,13,12,11/8/23 16:50,11/8/23 18:01,"['script5', 'script1', 'script6', 'script9', 'script2', 'script6', 'script4', 'script8', 'script1', 'script8', 'script1']"
2541,7/4/23 21:25,01/15/24,112,10,10,7/8/23 13:19,7/8/23 14:53,"['script2', 'script7', 'script7', 'script8', 'script5', 'script1', 'script7', 'script3', 'script8', 'script10', 'script9', 'script7', 'script4', 'script3', 'script1']"
2542,10/8/23 7:18,01/15/24,60,12,14,10/12/23 8:41,10/12/23 10:00,"['script7', 'script4', 'script10', 'script2', 'script4', 'script5', 'script5', 'script3', 'script2', 'script5', 'script4', 'script9', 'script2', 'script4', 'script9', 'script7', 'script5', 'script2', 'script1', 'script1', 'script10', 'script5', 'script5', 'script4', 'script3', 'script3', 'script2', 'script10', 'script4']"
2543,3/21/23 9:48,06/15/23,116,13,15,3/22/23 13:45,3/22/23 14:42,"['script5', 'script1', 'script4', 'script9', 'script9', 'script4', 'script1', 'script10', 'script10', 'script4']"
2544,4/30/23 4:49,06/15/23,101,12,14,5/7/23 14:07,5/7/23 15:46,"['script9', 'script1', 'script8', 'script1', 'script8', 'script2', 'script6', 'script4', 'script5', 'script10', 'script4', 'script10', 'script6', 'script5', 'script2', 'script8', 'script8', 'script9', 'script4', 'script8', 'script6', 'script5', 'script2', 'script3', 'script8', 'script10', 'script3', 'script8', 'script7', 'script8', 'script10', 'script1', 'script1', 'script1', 'script3', 'script2', 'script1']"
2545,5/9/23 13:16,06/15/23,56,15,10,5/15/23 8:22,5/15/23 9:32,"['script7', 'script9', 'script2', 'script7', 'script9', 'script9', 'script5', 'script10', 'script6', 'script2', 'script8', 'script6', 'script7', 'script6', 'script7', 'script4', 'script4', 'script8', 'script10', 'script2', 'script7', 'script10', 'script1', 'script10']"
2546,1/29/23 10:31,06/15/23,42,14,15,2/3/23 15:38,2/3/23 16:16,"['script5', 'script3', 'script4', 'script9', 'script3', 'script10', 'script1', 'script6', 'script5', 'script4', 'script6', 'script6', 'script4', 'script4', 'script3', 'script8', 'script9', 'script10', 'script1', 'script8', 'script7', 'script6', 'script3', 'script4', 'script7', 'script9', 'script10', 'script9', 'script7', 'script8', 'script1', 'script5']"
2547,9/5/23 11:37,01/15/24,42,15,13,9/11/23 12:21,9/11/23 13:57,"['script7', 'script7', 'script2', 'script6', 'script3', 'script7', 'script10', 'script10', 'script5', 'script8', 'script2', 'script5', 'script4', 'script5', 'script5', 'script7', 'script9', 'script1', 'script2', 'script1', 'script6', 'script10', 'script7', 'script1', 'script4', 'script3', 'script8', 'script7', 'script3', 'script5', 'script4', 'script10', 'script4', 'script6', 'script1', 'script3']"
2548,10/30/23 18:57,01/15/24,47,12,15,11/4/23 11:04,11/4/23 13:02,"['script10', 'script7', 'script8', 'script5', 'script7', 'script6', 'script10', 'script2', 'script7', 'script5', 'script5', 'script4', 'script4', 'script9', 'script9', 'script3', 'script3', 'script1', 'script6', 'script6', 'script1', 'script6', 'script10', 'script3', 'script5', 'script6', 'script2']"
2549,9/18/23 3:03,01/15/24,55,15,15,9/25/23 11:33,9/25/23 13:26,"['script7', 'script6', 'script4', 'script4', 'script1', 'script5', 'script4', 'script4', 'script2', 'script8', 'script1', 'script10', 'script5', 'script5', 'script10', 'script9', 'script8', 'script8', 'script10', 'script3', 'script8', 'script4', 'script10', 'script4', 'script4', 'script8', 'script5', 'script7', 'script4', 'script9', 'script1', 'script1', 'script6', 'script2', 'script2', 'script6', 'script3', 'script10', 'script10']"
2550,10/6/23 9:46,01/15/24,119,11,12,10/8/23 12:36,10/8/23 13:17,"['script6', 'script4', 'script1', 'script5', 'script4', 'script3', 'script10', 'script8', 'script6', 'script7', 'script6', 'script3', 'script6']"
2551,4/1/23 23:02,06/15/23,40,11,10,4/4/23 15:45,4/4/23 17:40,"['script2', 'script8', 'script9', 'script3', 'script10', 'script2', 'script6', 'script10', 'script8', 'script3', 'script8', 'script5', 'script3']"
2552,8/15/23 2:21,01/15/24,96,15,10,8/20/23 11:15,8/20/23 12:09,"['script10', 'script10', 'script8', 'script7', 'script4', 'script3', 'script7', 'script9', 'script8', 'script4', 'script3', 'script7', 'script7', 'script3', 'script8', 'script6', 'script3', 'script4', 'script6', 'script2', 'script8', 'script6', 'script6', 'script9', 'script8', 'script6', 'script2', 'script9', 'script2', 'script7', 'script9', 'script6', 'script1', 'script9']"
2553,4/28/23 21:06,06/15/23,111,12,14,5/2/23 16:08,5/2/23 17:08,"['script3', 'script5', 'script9', 'script4', 'script8', 'script7', 'script10', 'script9', 'script6', 'script7', 'script3', 'script2', 'script8', 'script6', 'script3', 'script9', 'script7', 'script6', 'script6', 'script10', 'script6', 'script3', 'script8']"
2554,9/6/23 13:12,01/15/24,111,10,15,9/13/23 15:53,9/13/23 17:41,"['script9', 'script2', 'script2', 'script6', 'script7', 'script6', 'script6', 'script2', 'script6', 'script5', 'script5', 'script4', 'script7', 'script8', 'script9', 'script10', 'script8', 'script7', 'script3', 'script8', 'script6', 'script1', 'script9', 'script6', 'script6', 'script8', 'script10', 'script1', 'script5', 'script9', 'script6', 'script5', 'script1', 'script6', 'script8', 'script5', 'script8', 'script7', 'script10', 'script6', 'script4', 'script8', 'script3', 'script7', 'script2']"
2555,6/30/23 16:31,06/15/23,115,12,12,7/3/23 15:20,7/3/23 16:35,"['script8', 'script9', 'script7', 'script10', 'script2', 'script7', 'script6', 'script4', 'script2', 'script8', 'script8', 'script7', 'script4', 'script6', 'script2', 'script8', 'script2', 'script1', 'script6', 'script2', 'script2']"
2556,6/5/23 17:22,06/15/23,108,15,14,6/8/23 13:44,6/8/23 15:05,"['script7', 'script1', 'script1', 'script6', 'script3', 'script7', 'script3', 'script1', 'script2', 'script8', 'script7', 'script1', 'script10', 'script6', 'script4']"
2557,5/13/23 4:36,06/15/23,94,11,12,5/14/23 14:05,5/14/23 15:59,"['script4', 'script4', 'script2', 'script5', 'script3', 'script7', 'script4']"
